filename,class
081cd3dc_Algometer Pain S031 21.jpg,none
081ce833_Algometer Pain-1 S052 08.jpg,none
081ea542_S034N 10.jpg,none
08227e89_S022F 18.jpg,none
082318c4_S065L 08.jpg,none
0825a10b_S049A 13.jpg,mild
0826007c_S049F 04.jpg,mild
082a7197_S068F 20.jpg,mild
082fe68d_Algometer Pain S018 03.jpg,mild
083240ab_L�ser S011 06.jpg,mild
083350fb_Neutral S031 19.jpg,none
0833ebfd_S004L 16.jpg,mild
0835affe_S064L 11.jpg,none
083b5f95_Posed Pain S016 09.jpg,none
083e27b9_Algometer Pain-1 S032 18.jpg,none
08420336_Algometer Pain S003 18.jpg,mild
08422a95_S005F 17.jpg,none
084397d9_Algometer Pain S042 12.jpg,mild
0844c6d9_Algometer Pain-1 S052 22.jpg,none
0848c51f_Neutra S005 05.jpg,none
084a6196_Neutral S055 06.jpg,none
084eb737_Algometer Pain S006 18.jpg,moderate
084f4a98_Neutral S037 11.jpg,none
0851b233_S060A 20.jpg,mild
08556d5e_S052L 04.jpg,none
0855746e_Algometer Pain S068 17.jpg,none
085630a4_Posed Pain S039 20.jpg,none
08577382_Algometer Pain S055 08.jpg,moderate
0857dacc_S030F 06.jpg,none
085a9186_Neutral S012 08.jpg,none
085b51d7_Algometer Pain S039 08.jpg,none
085ba000_Colour-S011A 15.jpg,severe pain
085c8d36_Algometer Pain S040 07.jpg,none
08621623_S008F 08.jpg,none
086250d8_S056L 10.jpg,mild
08646145_Neutral S004 15.jpg,none
0864dd00_Neutral S011 04.jpg,mild
0867011e_Posed Pain S038 08.jpg,none
086b10fe_S061L 18.jpg,none
08700e58_S065L 13.jpg,none
08708296_S030A 21.jpg,none
0872b94e_S062L 04.jpg,none
08779e77_S038L 21.jpg,none
08797aad_S041L 13.jpg,none
087d69a8_S014A 04.jpg,none
087e81f0_Posed Pain-2 S052 04.jpg,moderate
088569f4_Neutral S061 06.jpg,none
0887004a_Algometer Pain S002 21.jpg,moderate
08895073_Neutral S060 04.jpg,none
088bd02b_S002F 03.jpg,none
088eb0e5_Neutral S067 08.jpg,mild
0893a575_Algometer Pain S059 12.jpg,none
08941cd2_Laser Pain S030 09.jpg,none
0894fba7_Laser Pain-1 S029 12.jpg,mild
08977c11_Neutral S031 16.jpg,none
089ce6a0_Algometer Pain S050 13.jpg,none
08a4363f_S021A 09.jpg,none
08a745f8_S037F 21.jpg,none
08aa38aa_Neutral S038 10.jpg,none
08aa55d7_Posed Pain S033 16.jpg,moderate
08aba05d_Algometer Pain S046 03.jpg,none
08abe17c_Posed Pain S043 04.jpg,none
08b37122_L�ser S022 10.jpg,mild
08b4cb06_Neutral S056 08.jpg,mild
08b6a2a1_S058L 16.jpg,none
08ba3c1b_S025L 21.jpg,mild
08bb0c1f_Algometer Pain S056 07.jpg,none
08c090fa_Neutral S039 17.jpg,none
08c220ad_Laser Pain S001 10_1.jpg,none
08c49834_S008F 20.jpg,none
08c503ed_Posed Pain S066 07.jpg,none
08c6eff6_Posed Pain S059 11.jpg,moderate
08cd806d_S061L 07.jpg,moderate
08d0e61c_S048F 14.jpg,mild
08d260a9_Neutral S049 09.jpg,none
08d3cf45_Algometer Pain S050 06.jpg,none
08dd3e08_Laser Pain-1 S029 18.jpg,none
08e13909_S030F 14.jpg,none
08e2388b_Algometer Pain-2 S052 13 (2).jpg,none
08e71a9a_Neutral S021 09.jpg,none
08e8f1fe_S017L 03.jpg,none
08ed4680_S007F 09.jpg,none
08eff7b0_Posed Pain S034 03.jpg,none
08f0a061_Neutral S015 18.jpg,none
08f2b214_Posed Pain S056 20.jpg,none
08f7c904_Posed Pain S040 17.jpg,none
08f81ee2_Posed Pain S026 09.jpg,mild
08f8f8a8_Neutral S0036 12.jpg,none
08f93189_S010L 14.jpg,none
08fe0a2f_S021L 14.jpg,none
08fee35f_Neutral S064 04.jpg,none
0900622e_Neutral S048 21.jpg,mild
09034b57_Laser Pain S014 07.jpg,none
0903c3f0_Posed Pain S061 20.jpg,none
090cb46f_S042L 16.jpg,none
090f04ef_Algometer Pain S044 06.jpg,none
0910a24b_S045F 06.jpg,none
09122c70_S063L 08.jpg,none
09124419_Neutra S005 21.jpg,none
091816ca_S041F 09.jpg,mild
09185504_Neutral S061 16.jpg,none
091af772_S015A 08.jpg,mild
091c98e8_S042L 10.jpg,none
091d455d_S025N 16.jpg,none
091dcacc_S037F 12.jpg,moderate
09201069_Algometer Pain S002 10.jpg,mild
09213afd_Neutral S021 21.jpg,mild
0921e7fa_Laser Pain S044 17.jpg,none
092cbad7_Posed Pain S020 17.jpg,none
0938d9a5_S023F 06.jpg,mild
09431409_S064A 10.jpg,none
09436c6d_S056L 04.jpg,none
09442edc_L�ser S011 16.jpg,moderate
09448ca8_S041F 07.jpg,moderate
0949be7e_Algometer Pain S050 08.jpg,none
094aa842_Neutral S015 02.jpg,none
094bdd91_S006F 05.jpg,none
094be0a0_Neutral S021 10.jpg,mild
094bef96_Algometer Pain S051 20.jpg,none
094ef912_Neutral S057 04.jpg,none
094f51e8_Neutral S015 05.jpg,none
09555586_S017A 19.jpg,mild
0957c11f_S023F 11.jpg,mild
09617632_S067A 12.jpg,none
09621c17_Neutral S058 07.jpg,none
0962d224_Laser Pain S014 11.jpg,none
09696c64_S011F 09.jpg,moderate
096cb5d2_S003F 16.jpg,none
096f1cff_S015F 19.jpg,none
0970c8d5_S027N 09.jpg,none
09744c8a_Neutral S020 05.jpg,mild
0975bc21_Neutra S006 04.jpg,none
09773ee6_Laser Pain S036 05.jpg,none
09788532_S038A 16.jpg,none
097ba45a_S031L 15.jpg,none
097c7751_Posed Pain S050 19.jpg,severe
097ce391_S047L 18.jpg,mild
097f983c_Algometer Pain-2 S052 22 (2).jpg,mild
09852922_S025N 13.jpg,none
0985afbf_Algometer Pain S035 09.jpg,none
0986a168_Algometer Pain S050 13.jpg,moderate
0988182f_Algometer Pain S023 13.jpg,none
0988588b_Algometer Pain S025 18.jpg,mild
09888131_Algometer Pain S002 06.jpg,mild
0989f87c_S064L 15.jpg,none
098c7838_Algometer Pain S037 08.jpg,moderate
098f2e3b_Laser Pain S023 02.jpg,none
0990bd2d_Algometer Pain S027 03.jpg,mild
09954c2d_Neutral S058 02.jpg,none
0995515c_Neutral S003 10.jpg,none
09967d53_Algometer Pain S025 14.jpg,severe pain
09995811_S046L 15.jpg,none
099dfb50_S058L 05.jpg,none
099f8e69_Posed Pain S060 20.jpg,none
09a042fa_Neutral S010  12.jpg,none
09a1404f_S043L 08.jpg,mild
09a15fbd_S038A 08.jpg,none
09a1db52_S008L 14.jpg,none
09a876ae_S009L 17.jpg,none
09a8cc18_S034N 09.jpg,mild
09a9e41b_S061L 11.jpg,none
09ad918c_S064L 21.jpg,none
09af925f_S053A 09.jpg,none
09afdb50_S047A 12.jpg,none
09b8d8a0_S020A 15.jpg,none
09c17c82_Algometer Pain-2 S032 14.jpg,moderate
09c5ad3b_Posed Pain S046 13.jpg,none
09c8e743_S032L 04.jpg,none
09c9f77c_S055L 06.jpg,none
09cf76bd_Posed Pain S053 09.jpg,none
09d3527f_Algometer Pain S051 17.jpg,mild
09d6a170_Posed Pain S050 09.jpg,none
09d7b02f_S009L 10.jpg,none
09d840d0_Algometer Pain S008 24.jpg,mild
09d9b96d_Neutral S048 09.jpg,none
09dc8639_Neutral S010  20.jpg,none
09e7eda5_Posed Pain S039 22.jpg,none
09ee6e5f_Posed Pain S039 22.jpg,none
09ef08cc_S061L 19.jpg,none
09f46ba6_S027L 11.jpg,none
09f648ea_Neutral S024 12.jpg,none
09f710ad_Algometer Pain-2 S032 19.jpg,moderate
09f8f00c_S036N 22.jpg,none
09faeb36_Posed Pain S031 06.jpg,none
0a00e51a_Laser Pain S049 14.jpg,none
0a037cc4_S061L 03.jpg,none
0a0557a0_S022F 22.jpg,mild
0a062a76_S063A 18.jpg,none
0a097517_S042F 08.jpg,mild
0a0aa167_S068F 14.jpg,none
0a0b2b89_Posed Pain S038 07.jpg,moderate
0a0c1a0f_Neutral S043 18.jpg,none
0a0d49d5_Neutral S063 21.jpg,none
0a0fc9e0_Algometer Pain S050 12.jpg,none
0a135070_Neutral S033 15.jpg,none
0a16720e_S005F 19.jpg,mild
0a192c1d_S026N 12.jpg,none
0a1d00ac_Neutral S055 13.jpg,none
0a1fe4e4_S050L 09.jpg,none
0a213cb6_Algometer Pain S033 17.jpg,none
0a233c56_L�ser S019 07.jpg,mild
0a27ed4c_Neutral S019 06.jpg,mild
0a2c2e9a_S053A 12.jpg,none
0a2d9b0f_S028N 08.jpg,none
0a2e334d_Neutral S017 13.jpg,mild
0a326e1c_L�ser S022 16.jpg,mild
0a364300_S014A 05.jpg,none
0a3d7efa_S067A 19.jpg,none
0a43ade4_Algometer Pain S042 09.jpg,none
0a447773_S043L 22.jpg,none
0a44f5a7_S026A 16.jpg,moderate
0a45cd0e_S033L 15.jpg,none
0a45d4a6_S047L 15.jpg,none
0a475c26_S067L 04.jpg,none
0a4fd69c_Neutral S014 02.jpg,none
0a519cf1_S064L 04.jpg,none
0a51c5f4_S047L 22.jpg,none
0a524f7e_S047L 09.jpg,none
0a541868_S063L 13.jpg,none
0a58708f_S045L 05.jpg,none
0a60dbf7_S013L 22.jpg,none
0a63f63c_Algometer Pain-1 S052 21.jpg,none
0a649df1_S048A 14.jpg,none
0a6ac854_Neutral S045 14.jpg,none
0a6fc2e2_Laser Pain S030 10.jpg,none
0a70145f_Neutral S017 04.jpg,none
0a708d68_Algometer Pain S041 03.jpg,none
0a70d8da_Neutral S044 17.jpg,none
0a718f75_Neutral S010  11.jpg,moderate
0a7efd27_S001F 16.jpg,none
0a82ae51_S056L 10.jpg,mild
0a86311a_S005F 14.jpg,none
0a89ffb3_Laser Pain S018 19.jpg,none
0a8ab42e_Neutral S052 15.jpg,none
0a8c7427_Neutral S038 14.jpg,none
0a8eaac6_Neutral S058 19.jpg,none
0a9a0b20_S042L 03.jpg,none
0a9fc496_Posed Pain S014 17.jpg,mild
0aa78524_S064A 08.jpg,none
0aaa3f97_Laser Pain S014 05.jpg,none
0aaaf66c_S051L 22.jpg,none
0aaedd89_Algometer Pain S031 07.jpg,moderate
0ab1c828_Algometer Pain-2 S032 23.jpg,none
0aba7fb9_S026A 07.jpg,none
0abd5d21_S008L 09.jpg,mild
0ac34fe4_S012L 20.jpg,none
0ac43ab9_Neutral S066 12.jpg,none
0ac5ad2f_Posed Pain S010 14.jpg,mild
0ac9fd86_Neutral S057 08.jpg,none
0acb7e8c_S061A 13.jpg,none
0acd6766_Neutral S040 07.jpg,mild
0ad0066a_Neutral S019 18.jpg,mild
0ad19d4f_Laser Pain S030 15.jpg,none
0ad53aa5_Algometer Pain S027 06.jpg,mild
0ad57b9e_S034N 17.jpg,none
0adb1f65_S067A 09.jpg,moderate
0adbca17_Posed Pain S035 20.jpg,none
0adc8656_Algometer Pain S050 05.jpg,mild
0add8364_Neutral S049 04.jpg,mild
0ade26ff_S028N 12.jpg,moderate
0adf4f1e_Algometer Pain S023 15.jpg,none
0ae293d2_Neutral S011 04.jpg,none
0ae3fa07_S029F 03.jpg,none
0ae593f1_Posed Pain S039 17.jpg,none
0ae5e2b5_Neutral S052 16.jpg,none
0ae9f5f3_S043L 18.jpg,mild
0aea0028_Algometer Pain S058 21.jpg,none
0aed3fae_S034L 08.jpg,none
0af3338e_Colour-S010A 21.jpg,none
0af4002e_Algometer Pain S008 16.jpg,none
0afc6105_Posed Pain S038 20.jpg,mild
0afd4c73_S020A 10.jpg,none
0afe96bc_S049F 18.jpg,mild
0aff55dc_S026A 08.jpg,none
0b00b172_S024F 06.jpg,none
0b0b3ad4_S043L 20.jpg,moderate
0b12059d_S012L 05.jpg,mild
0b154658_S027L 12.jpg,none
0b169328_Neutral S057 06.jpg,mild
0b1785c9_Neutral S018 06.jpg,mild
0b1aa20d_Algometer Pain S050 22.jpg,none
0b1d614c_Neutral S007 10.jpg,none
0b1ec21d_S041L 11.jpg,none
0b21ac6a_Laser Pain S001 17_1.jpg,mild
0b21ee86_S062L 03.jpg,none
0b2e7602_S004L 16.jpg,mild
0b30b68d_S018F 17.jpg,mild
0b3377fe_Laser Pain S015 18.jpg,none
0b33bcd8_S037L 20.jpg,none
0b34f9e7_S008F 11.jpg,moderate
0b35f7f2_Neutral S038 19.jpg,none
0b3822b3_S031L 08.jpg,none
0b3afab0_S027L 11.jpg,none
0b3f515a_Neutral S057 13.jpg,none
0b46c9b3_S053L 14.jpg,mild
0b494bab_Posed Pain S044 16.jpg,mild
0b497c38_Algometer Pain S046 20.jpg,none
0b4d4ea6_Posed Pain-1 S052 19.jpg,none
0b501730_Posed Pain S066 12.jpg,mild
0b50aeb6_Algometer Pain S029 15.jpg,none
0b50bf7e_S054A 14.jpg,none
0b52f9b3_S026A 20.jpg,none
0b53650b_S005L 17.jpg,mild
0b54708a_Laser Pain S001 07_1.jpg,none
0b58213b_Algometer Pain S045 10.jpg,none
0b6385e3_S061A 22.jpg,none
0b644a86_Neutral S044 04_1.jpg,none
0b6623f0_Algometer Pain S040 21.jpg,none
0b6664b7_Laser Pain S006 16.jpg,none
0b69218f_L�ser S022 09.jpg,none
0b6a2494_Algometer Pain S009 22.jpg,moderate
0b6cf2eb_S058L 20.jpg,none
0b739b66_Algometer Pain S041 12.jpg,none
0b7500e0_S039L 20.jpg,none
0b77df2e_S053A 22.jpg,none
0b77f298_Algometer Pain-2 S052 21 (2).jpg,moderate
0b78f6eb_Algometer Pain S027 20.jpg,none
0b7b148e_S020L 10.jpg,none
0b87052e_Algometer Pain S012 18.jpg,none
0b87585f_Posed Pain S025 18.jpg,moderate
0b907c16_S018F 09.jpg,none
0b94ba0f_Neutral S038 02.jpg,mild
0b94f3cf_S054A 22.jpg,mild
0b952340_Neutral S019 11.jpg,none
0b9861ca_S022F 16.jpg,none
0b9976e8_Posed Pain S010 05.jpg,mild
0b9ca1de_Neutral S030 18.jpg,none
0b9df112_Neutral S039 04.jpg,none
0b9f1504_S067L 22.jpg,none
0ba10567_S013L 21.jpg,none
0ba6ba3f_S047A 16.jpg,none
0ba78adc_S032L 14.jpg,none
0ba99a8f_S002F 17.jpg,mild
0baa4d6a_S061L 17.jpg,mild
0bb4dc4b_S015F 13.jpg,mild
0bb590f0_Neutral S048 16.jpg,none
0bb69854_S049A 21.jpg,mild
0bbbf4fc_Algometer Pain S028 20.jpg,none
0bbda295_S049F 22.jpg,none
0bc15e81_S050L 17.jpg,none
0bc1f591_Neutra S005 13.jpg,none
0bc6a2fb_S063A 06.jpg,none
0bcbc486_Neutral S055 17.jpg,none
0bcd4870_S054A 21.jpg,none
0bcf35eb_Neutral S065 19.jpg,none
0bcf7ad2_Laser Pain S023 07.jpg,none
0bd24dc9_Laser Pain S006 04.jpg,none
0bd80187_S008F 22.jpg,none
0be19169_Laser Pain-1 S029 21.jpg,none
0be37a76_S042F 19.jpg,none
0be41500_Neutral S043 17.jpg,none
0be8c8ad_Neutral S011 03.jpg,none
0be99a85_S062L 17.jpg,none
0bea04c5_Neutral S002 08.jpg,none
0bef18db_S016A 10.jpg,none
0befa30d_S035L 15.jpg,none
0beff8c5_Posed Pain S026 03.jpg,none
0bf162a3_S013A 06.jpg,none
0bf23318_S002F 06.jpg,none
0bf288fc_Neutral S003 17.jpg,moderate
0bf7ae3a_S058L 10.jpg,none
0bfaaff4_Neutral S057 20.jpg,none
0c02d2cf_S063A 08.jpg,none
0c048cb4_Laser Pain S044 08.jpg,moderate
0c071186_Algometer Pain S009 16.jpg,none
0c0960b9_S022A 16.jpg,mild
0c0b199e_S055F 15.jpg,none
0c0c5901_S057L 19.jpg,none
0c0e9b4e_S024F 09.jpg,mild
0c0f11c0_Posed Pain S054 15.jpg,none
0c10f0da_S053A 17.jpg,none
0c119cf3_Posed Pain S043 07.jpg,none
0c19e16c_Neutral S057 05.jpg,none
0c1bf6cf_S029F 04.jpg,none
0c1d84f6_Neutral S002 10.jpg,none
0c217779_Neutral S009 13.jpg,none
0c2dfef1_S041L 14.jpg,mild
0c306afd_Neutral S0036 21.jpg,none
0c31207d_Colour-S001A 12.jpg,moderate
0c36f22e_Posed Pain S047 17.jpg,mild
0c37205d_S003F 06.jpg,none
0c3b650c_S009L 14.jpg,none
0c3c7741_S056L 16.jpg,none
0c438ed9_Algometer Pain S028 18.jpg,none
0c48a101_Neutral S015 21.jpg,none
0c492f29_S021L 19.jpg,none
0c4a270d_S052L 17.jpg,none
0c4cb1f3_Posed Pain S032 09.jpg,none
0c4ce330_S041L 22.jpg,none
0c4da389_Posed Pain S063 18.jpg,none
0c4f84ef_Neutral S039 18.jpg,none
0c4f84f6_Algometer Pain S033 17.jpg,none
0c507025_Neutral S012 13.jpg,none
0c6127a5_Algometer Pain S018 10.jpg,mild
0c6414ae_Posed Pain S050 05.jpg,mild
0c6768a6_Posed Pain S050 22.jpg,mild
0c6bd57e_S004L 17.jpg,none
0c6dbd2e_Colour-S011A 14.jpg,moderate
0c708247_Algometer Pain S023 22.jpg,mild
0c729ee6_Algometer Pain S037 10.jpg,mild
0c72ae1a_S066L 21.jpg,mild
0c73cb34_Posed Pain S065 05.jpg,none
0c79d6b8_S057A 16.jpg,none
0c7d6952_Neutral S041 21.jpg,none
0c836a71_Laser Pain S044 21.jpg,none
0c8469c7_Colour-S011A 11.jpg,none
0c887349_S005L 03.jpg,mild
0c8cb9fa_S057A 10.jpg,none
0c8cfc0f_Neutral S030 13.jpg,none
0c8ed5d1_S063L 05.jpg,none
0c905975_S048A 13.jpg,none
0c9323bf_Laser Pain S026 03.jpg,none
0c9a4aef_Posed Pain S032 22.jpg,none
0c9b7a2c_Algometer Pain S002 03.jpg,none
0c9e7269_S013L 16.jpg,none
0ca90320_S068L 07.jpg,none
0cacc2d2_S022F 06.jpg,none
0caf2b9f_Neutral S017 14.jpg,none
0cb5f10e_Neutral S065 10.jpg,none
0cb7be92_Neutral S062 15.jpg,none
0cbafa75_Algometer Pain S024 03.jpg,none
0cbc8539_S005F 07.jpg,none
0cc838be_S057A 17.jpg,none
0cca19a0_Neutral S048 19.jpg,none
0cca4e45_S064L 17.jpg,none
0ccbc16a_Posed Pain S010 15.jpg,mild
0cccd23a_Neutral S011 06.jpg,none
0ccf4199_S033L 04.jpg,none
0ccf49ee_Laser Pain S049 08.jpg,mild
0ccf742a_S030A 13.jpg,none
0cd19115_S036A 09.jpg,none
0cd203d0_Colour-S028L 08.jpg,none
0cd337f3_S035L 21.jpg,mild
0cd3d08e_Posed Pain S040 11.jpg,none
0cd72db8_S031L 19.jpg,mild
0cdbaea5_Laser Pain S023 04.jpg,mild
0cdc7b0f_S015F 21.jpg,none
0cdd69bf_Posed Pain S044 09.jpg,moderate
0cde17d9_Algometer Pain-1 S032 20.jpg,mild
0ce1e8c3_S063A 14.jpg,none
0ce3a496_Posed Pain S014 13.jpg,moderate
0ce5df37_Algometer Pain S018 20.jpg,none
0ce731ad_S021A 17.jpg,none
0ce83ddb_Posed Pain S043 08.jpg,severe pain
0cedaa64_S042L 07.jpg,none
0cefc7b6_S020A 14.jpg,none
0cf6fb56_S066L 15.jpg,none
0cf72448_S038L 08.jpg,none
0cfad1d2_Neutral S003 14.jpg,moderate
0cfb8bc7_Algometer Pain S058 15.jpg,none
0cfcdb3d_Laser Pain S036 19.jpg,none
0cffeab5_Neutral S031 03.jpg,none
0d009423_Posed Pain S058 05.jpg,none
0d01d45f_Neutral S010  19.jpg,none
0d05e8af_Algometer Pain S040 12.jpg,none
0d0758f5_Colour-S011A 09.jpg,mild
0d091f78_S042L 06.jpg,none
0d092906_Neutral S0036 09.jpg,none
0d10b06b_Algometer Pain S002 15.jpg,mild
0d117355_Posed Pain S040 17.jpg,none
0d146e20_S037L 09.jpg,none
0d16aa1a_Neutral S010  10.jpg,none
0d1c6e32_S024F 03.jpg,none
0d21add1_Laser Pain S044 04.jpg,mild
0d23e3f0_L�ser S011 19.jpg,none
0d24954c_Neutra S005 19.jpg,none
0d255d9b_Posed Pain S050 15.jpg,mild
0d2badeb_Algometer Pain S059 09.jpg,none
0d2c8910_S004L 12.jpg,none
0d2d36df_Laser Pain S048 12.jpg,none
0d2da77c_Neutral S057 18.jpg,none
0d2f3396_S067A 05.jpg,none
0d3015f7_Neutral S020 21.jpg,none
0d3b2420_Neutral S014 06.jpg,none
0d419136_Posed Pain-2 S052 10.jpg,none
0d4c5537_S025L 15.jpg,none
0d503d27_Neutral S007 21.jpg,none
0d548bf1_S040L 21.jpg,none
0d57abe2_S021A 22.jpg,none
0d636399_Neutral S050 18.jpg,mild
0d64cde5_S054L 10.jpg,none
0d68e2d3_Colour-S028L 13.jpg,none
0d696250_S052L 19.jpg,none
0d6a6de3_Algometer Pain S039 21.jpg,mild
0d6af2b5_Algometer Pain S050 22.jpg,none
0d6c0bf3_Posed Pain S039 17.jpg,none
0d74838e_Laser Pain-2 S029 16.jpg,none
0d75d31c_Posed Pain S016 08.jpg,moderate
0d75e176_S005L 20.jpg,none
0d77554c_Neutral S050 13.jpg,none
0d7e26d9_Laser Pain S036 20.jpg,none
0d830e1e_Posed Pain S050 20.jpg,mild
0d8ad3b6_Neutral S033 22.jpg,none
0d8f315c_S062L 15.jpg,none
0d8fee44_Posed Pain S016 20.jpg,moderate
0d9128be_Neutral S048 11.jpg,none
0d92a0bf_S025L 04.jpg,moderate
0d96d053_Neutral S0036 20.jpg,none
0d9800f3_Neutral S055 21.jpg,none
0d9e19f0_S038L 03.jpg,none
0da17d0a_Posed Pain S058 19.jpg,none
0da1f1b8_Algometer Pain S037 03.jpg,none
0da3ab9e_S045F 14.jpg,none
0dafd3e5_S020L 13.jpg,mild
0db10568_Neutral S068 17.jpg,mild
0db57bd7_S042F 13.jpg,mild
0db6a0f9_S043L 14.jpg,none
0db6d038_S026N 14.jpg,none
0db86d02_L�ser S022 07.jpg,none
0db8b9d6_S042F 12.jpg,mild
0dbb087c_Laser Pain S026 15.jpg,mild
0dbb4314_Algometer Pain S035 16.jpg,none
0dbbdb3d_S053L 11.jpg,none
0dc2ac5c_S001F 05.jpg,none
0dc79063_Posed Pain1 15.jpg,none
0dc95850_S055F 07.jpg,none
0dcb0771_Algometer Pain S044 13.jpg,none
0dd04b23_Neutral S031 15.jpg,none
0dd11ded_Posed Pain S026 19.jpg,none
0dd2449a_Neutral S065 03.jpg,mild
0dd3c169_S063A 05.jpg,none
0dd770dc_Algometer Pain S041 22.jpg,none
0ddc2750_Posed Pain S059 03.jpg,none
0ddef6bb_Posed Pain S014 19.jpg,none
0de1053d_S024L 03.jpg,none
0de14450_Neutral S057 11.jpg,none
0de772e9_S036N 11.jpg,none
0defcf14_Algometer Pain-1 S019 04.jpg,moderate
0df3a034_S052L 13.jpg,mild
0df5dc88_Neutral S021 07.jpg,none
0dfe3c7e_Colour-S028L 19.jpg,none
0dff1ccc_Posed Pain S014 09.jpg,none
0e0237b2_Neutral S007 15.jpg,none
0e0399a5_Posed Pain S044 20.jpg,mild
0e04f572_S037L 18.jpg,none
0e091c91_S067A 09.jpg,none
0e0dcc0e_S063A 22.jpg,none
0e0e4674_Neutral S058 17.jpg,none
0e127936_S036A 17.jpg,none
0e19eaeb_Algometer Pain S005 17.jpg,none
0e1b0103_Posed Pain S020 03.jpg,none
0e1e51a7_S046L 09.jpg,none
0e235bd0_S035L 03.jpg,none
0e238e58_Neutral S035 07.jpg,none
0e24764a_S029F 12.jpg,none
0e24c867_S043L 07.jpg,none
0e2600ba_Algometer Pain S023 10.jpg,none
0e267a09_S037F 10.jpg,mild
0e28f340_Posed Pain S013 05.jpg,none
0e2a1ca8_Posed Pain S067 17.jpg,none
0e2fb7bf_Algometer Pain S027 10.jpg,mild
0e364067_S058L 16.jpg,none
0e376d2d_Algometer Pain S023 19.jpg,mild
0e3824a5_Neutral S019 18.jpg,none
0e39ab73_S013A 05_1.jpg,none
0e3c02da_Posed Pain1 16.jpg,none
0e3cc30e_Posed Pain S031 12.jpg,moderate
0e3eb8a0_Algometer Pain S024 06.jpg,mild
0e40bc7f_S013L 21.jpg,none
0e45e007_Neutral S021 14.jpg,none
0e46d7b3_Colour-S001A 05.jpg,none
0e489925_Neutra S006 20.jpg,moderate
0e4dbf55_S004L 13.jpg,none
0e509205_Algometer Pain-2 S052 08 (2).jpg,none
0e558e49_Posed Pain S017 19.jpg,mild
0e56f6c4_Posed Pain S038 21.jpg,none
0e5734f1_Neutral S039 05.jpg,none
0e5f47e6_Posed Pain S025 19.jpg,mild
0e634566_Algometer Pain S003 10.jpg,none
0e656ac7_Algometer Pain-1 S052 03.jpg,none
0e662d7a_Posed Pain S066 10.jpg,moderate
0e66f7bb_S045L 15.jpg,none
0e6a4d11_S026A 05.jpg,none
0e6a84c5_Neutral S047 06.jpg,none
0e6b96ad_Algometer Pain S025 08.jpg,mild
0e774c9d_Neutral S060 12.jpg,none
0e7756dd_L�ser S011 05.jpg,none
0e79d116_Neutral S064 21.jpg,none
0e7afc4c_Neutral S042 13.jpg,none
0e7b2fe1_S035L 07.jpg,mild
0e80be03_S066A 21.jpg,none
0e8164d8_Posed Pain S025 14.jpg,moderate
0e865d72_S030A 16.jpg,none
0e8673b4_S042L 21.jpg,none
0e87d955_Posed Pain S034 13.jpg,mild
0e8b4837_Posed Pain S063 03.jpg,none
0e9563c5_Neutral S033 17.jpg,none
0e95f31b_Posed Pain S051 21.jpg,none
0e96fc30_Laser Pain S030 22.jpg,none
0e983b4c_Neutral S018 03.jpg,none
0e9e26c4_Posed Pain S028 22.jpg,moderate
0e9f20ff_Algometer Pain S059 10.jpg,mild
0e9f57a2_Posed Pain S026 17.jpg,none
0e9f74ca_Algometer Pain-1 S019 08.jpg,none
0ea0bb9f_Laser Pain S001 20_1.jpg,none
0ea5b613_Laser Pain S044 19.jpg,moderate
0ea87dff_S061L 17.jpg,none
0ea8e430_Neutral S062 13.jpg,mild
0ead3a21_S045L 18.jpg,none
0eb3c93d_Neutral S062 11.jpg,none
0eb3ff9a_Neutral S060 21.jpg,none
0eb53086_Algometer Pain S018 19.jpg,mild
0eb5758b_Posed Pain S017 05.jpg,none
0eb596af_S018F 16.jpg,mild
0eba5ca4_Laser Pain S018 10.jpg,moderate
0ebaebda_Posed Pain S020 21.jpg,none
0ec1cc92_Laser Pain S018 15.jpg,mild
0ec85b0c_Posed Pain S060 05.jpg,none
0ecdd69f_Neutral S061 08.jpg,none
0ece9704_S065L 07.jpg,none
0ecf739d_Posed Pain S043 10.jpg,mild
0ed31fe6_S016A 13.jpg,none
0edb8e59_S030F 16.jpg,moderate
0ee0cee9_Neutral S008 16.jpg,none
0ee2332c_Laser Pain S026 06.jpg,none
0ee49657_Posed Pain S063 04.jpg,none
0ee596cd_S028N 15.jpg,none
0ee658a5_S009F 11.jpg,none
0ee9d96c_Neutral S041 18.jpg,none
0eec65dc_S027N 08.jpg,mild
0eee4ac3_Posed Pain S065 10.jpg,mild
0ef03a6e_Posed Pain S017 16.jpg,none
0ef18602_Neutral S009 15.jpg,none
0ef4bef5_Algometer Pain S055 07.jpg,moderate
0ef6b875_Algometer Pain S005 08.jpg,mild
0efa5eb7_S026N 16.jpg,none
0efe5c95_Laser Pain S023 12.jpg,none
0f079d05_Algometer Pain S039 11.jpg,none
0f11ed89_S037L 17.jpg,none
0f11edfd_S064L 13.jpg,none
0f122544_S025N 16.jpg,moderate
0f14336f_S027L 12.jpg,none
0f172721_S051L 09.jpg,none
0f20bbbf_Algometer Pain S002 16.jpg,moderate
0f232804_Laser Pain S030 22.jpg,none
0f26748a_S022A 17.jpg,mild
0f26aaba_Algometer Pain S025 20.jpg,moderate
0f2b6723_Neutral S033 13.jpg,none
0f330118_Algometer Pain S028 15.jpg,none
0f3933f9_S060A 19.jpg,none
